0,83
0,84
0,218
0,944
0,1160
0,1606
0,1619
0,1620
0,2417
0,2585
0,2605
0,2875
0,2878
0,2879
0,2966
0,2997
0,2998
0,3044
0,3231
0,3286
0,3433
0,3736
0,3737
0,4248
0,4260
0,4384
0,5507
1,25
1,4205
2,25
2,325
2,537
2,538
2,2174
2,2175
2,2450
4,1873
4,2686
4,2843
4,2844
4,3267
4,3268
4,4422
4,4462
4,5159
4,5456
4,5549
4,5550
4,5582
5,1543
5,1544
5,1725
5,1726
5,1727
5,1728
5,1729
5,1730
5,1731
5,1732
5,3382
5,3383
5,3384
5,4074
5,4077
5,4079
5,4191
5,4218
5,4219
5,4220
5,4240
5,4241
5,4356
5,4357
6,837
6,990
6,2516
6,2597
6,3611
6,3612
6,5574
7,285
9,3105
9,3106
9,3607
10,1678
11,1678
12,38
13,38
12,944
13,944
12,1017
13,1017
12,1018
12,1019
13,1018
13,1019
12,3631
13,3631
12,3805
13,3805
14,430
14,431
14,990
14,3789
14,4749
14,5230
15,944
16,944
18,446
19,446
18,3334
19,3334
18,3862
18,3863
19,3862
19,3863
18,3866
18,3867
19,3866
19,3867
18,4154
19,4154
18,4271
18,4272
19,4271
19,4272
20,430
20,431
20,944
20,3004
20,3866
20,3867
20,4865
21,2777
22,2777
24,3631
25,793
25,794
25,1986
25,2353
25,2516
25,2591
25,2834
25,4551
25,4552
25,4808
25,4812
25,4813
26,68
26,69
26,1536
26,1718
26,1719
26,2423
26,2856
26,2896
26,3741
26,4510
26,5648
26,5649
27,470
27,1607
27,1697
27,1698
27,1699
27,2229
27,2345
27,2346
27,2728
27,3631
27,3848
27,3849
27,4180
27,4430
27,4945
27,4946
27,5455
28,32
29,32
28,704
29,704
28,705
29,705
28,733
28,734
29,733
29,734
28,852
28,853
29,852
29,853
28,1340
28,1341
28,1342
28,1343
28,1344
29,1340
29,1341
29,1342
29,1343
29,1344
28,2839
29,2839
28,2896
29,2896
28,2991
28,2992
29,2991
29,2992
28,3103
29,3103
28,3428
28,3429
29,3428
29,3429
28,3657
29,3657
28,4225
29,4225
28,4649
29,4649
28,5122
29,5122
28,5611
29,5611
28,5627
29,5627
32,59
32,60
33,1584
33,1585
33,4884
33,4885
34,142
34,143
35,142
35,143
34,5127
35,5127
36,142
36,143
37,142
37,143
36,272
36,273
36,274
36,275
37,272
37,273
37,274
37,275
36,733
36,734
37,733
37,734
36,852
36,853
37,852
37,853
36,944
37,944
36,1301
37,1301
36,2410
37,2410
36,2550
37,2550
36,2637
36,2638
37,2637
37,2638
36,3477
37,3477
36,3584
37,3584
36,3631
37,3631
36,3833
36,3834
37,3833
37,3834
36,4943
37,4943
36,5103
37,5103
36,5629
36,5630
37,5629
37,5630
38,39
38,142
38,143
38,1273
38,1615
38,2698
38,3631
38,3850
38,4226
38,5534
38,5535
38,5544
38,5545
38,5563
38,5612
39,2408
39,2409
39,3631
39,3727
39,3751
40,42
41,42
40,5221
41,5221
43,2385
43,3546
43,3547
43,4586
43,4587
45,4880
47,75
47,1607
47,1678
47,1684
47,1685
47,1902
47,2672
47,2698
47,2832
47,4191
47,5294
47,5612
48,1016
49,1016
48,1609
49,1609
48,3818
49,3818
54,944
55,944
54,1919
54,1920
55,1919
55,1920
54,1923
54,1924
55,1923
55,1924
54,2504
55,2504
54,3278
54,3279
55,3278
55,3279
54,4740
55,4740
54,4808
55,4808
54,4839
54,4840
55,4839
55,4840
58,667
59,224
60,224
59,276
60,276
59,573
59,574
60,573
60,574
59,873
59,874
60,873
60,874
59,899
59,900
59,901
59,902
59,903
59,904
60,899
60,900
60,901
60,902
60,903
60,904
59,1085
60,1085
59,1254
60,1254
59,1273
60,1273
59,1453
59,1454
60,1453
60,1454
59,1607
60,1607
59,1697
60,1697
59,1864
60,1864
59,1939
60,1939
59,2040
59,2041
60,2040
60,2041
59,2293
60,2293
59,2357
60,2357
59,2367
60,2367
59,2898
60,2898
59,3303
60,3303
59,3428
59,3429
60,3428
60,3429
59,3631
60,3631
59,3814
59,3815
60,3814
60,3815
59,3944
60,3944
59,4191
60,4191
59,4215
59,4216
60,4215
60,4216
59,4373
60,4373
59,4649
60,4649
59,4911
59,4912
60,4911
60,4912
59,5020
60,5020
59,5148
60,5148
59,5354
60,5354
59,5412
60,5412
59,5449
60,5449
59,5451
59,5452
60,5451
60,5452
59,5480
60,5480
59,5544
59,5545
60,5544
60,5545
59,5627
60,5627
61,127
61,192
61,323
61,577
61,687
61,710
61,711
61,891
61,892
61,1165
61,1183
61,1204
61,1370
61,1607
61,1697
61,1939
61,2040
61,2041
61,2300
61,2301
61,2367
61,2514
61,2515
61,2598
61,2599
61,2861
61,2862
61,3180
61,3335
61,3390
61,3410
61,3428
61,3429
61,3433
61,3814
61,3815
61,3909
61,4032
61,4124
61,4338
61,4339
61,4340
61,4370
61,4371
61,4462
61,4473
61,4570
61,4603
61,5058
61,5059
61,5240
61,5277
61,5349
61,5411
61,5454
61,5544
61,5545
61,5606
62,1643
62,1644
62,1697
62,2367
62,3269
62,3270
62,3271
62,3272
62,3483
62,5544
62,5545
63,992
64,992
63,1248
64,1248
63,4890
64,4890
65,5190
65,5440
65,5441
66,68
66,69
67,68
67,69
66,76
66,77
67,76
67,77
66,944
67,944
66,1058
66,1059
67,1058
67,1059
66,1429
67,1429
66,1767
66,1768
67,1767
67,1768
66,1794
66,1795
67,1794
67,1795
66,2017
67,2017
66,2271
67,2271
66,2389
66,2390
67,2389
67,2390
66,2392
67,2392
66,2393
66,2394
67,2393
67,2394
66,2395
66,2396
67,2395
67,2396
66,2801
67,2801
66,2984
66,2985
67,2984
67,2985
66,3304
66,3305
67,3304
67,3305
66,3409
67,3409
66,3411
67,3411
66,3412
67,3412
66,3413
67,3413
66,3414
66,3415
67,3414
67,3415
66,3416
66,3417
67,3416
67,3417
66,3439
67,3439
66,3440
67,3440
66,3601
67,3601
66,3855
67,3855
66,5384
66,5385
67,5384
67,5385
66,5411
67,5411
66,5412
67,5412
66,5413
66,5414
67,5413
67,5414
68,510
69,510
68,558
69,558
68,944
69,944
68,2829
69,2829
68,3416
68,3417
69,3416
69,3417
68,5417
68,5418
69,5417
69,5418
71,72
71,487
71,1657
71,2055
71,2057
71,2581
71,2653
71,2654
71,3705
71,3872
71,3873
71,3874
71,3875
71,3876
71,5213
71,5361
72,487
72,1657
72,2055
72,2581
72,2653
72,2654
72,3872
72,3873
72,3874
72,3875
72,3876
73,556
73,557
73,2300
73,2301
73,2541
73,4053
73,4078
74,397
74,2913
74,2914
75,120
75,121
75,122
75,123
75,459
75,1507
75,1520
75,1778
75,1779
76,2574
76,2575
76,2576
76,2577
76,2578
77,2574
77,2575
77,2576
77,2577
77,2578
76,2579
77,2579
76,3944
77,3944
80,88
80,89
80,1916
81,1065
82,1065
81,1606
82,1606
81,1799
82,1799
81,2416
82,2416
81,3062
82,3062
81,3567
82,3567
81,4789
81,4790
82,4789
82,4790
86,4182
87,4182
83,932
84,932
83,1420
83,1421
84,1420
84,1421
83,2474
83,2475
84,2474
84,2475
83,2572
83,2573
84,2572
84,2573
83,2877
84,2877
83,3970
83,3971
84,3970
84,3971
83,4124
84,4124
88,90
89,90
88,790
88,791
89,790
89,791
88,1045
89,1045
88,2547
89,2547
88,3024
89,3024
88,3944
89,3944
88,4124
89,4124
88,4725
88,4726
89,4725
89,4726
88,5058
88,5059
89,5058
89,5059
88,5350
88,5351
89,5350
89,5351
90,430
90,431
90,3045
90,3046
90,4291
90,5719
90,5724
91,1787
91,1788
92,1787
92,1788
91,1868
92,1868
93,2913
93,2914
93,3209
93,3210
75,4632
75,4633
75,4634
75,4635
75,4669
75,4670
99,104
99,105
100,104
100,105
101,837
101,1080
101,2597
101,2725
101,2726
101,3386
101,3387
101,4050
101,4749
102,5447
102,5448
103,5447
103,5448
106,944
107,852
107,853
107,2206
107,2207
107,3004
107,4050
107,5415
108,3638
108,3811
108,3812
108,4253
108,4254
108,4590
109,110
109,3639
109,4467
110,852
110,853
110,1301
110,1771
110,2354
110,2357
110,5070
110,5122
112,113
112,2679
112,2680
112,3833
112,3834
114,4324
114,4325
116,3021
116,3022
117,3021
117,3022
120,1520
121,1520
120,1607
121,1607
120,2277
120,2278
121,2277
121,2278
122,1521
123,1521
124,423
124,424
124,5331
127,4929
127,4930
128,5553
128,5554
129,5553
129,5554
130,1429
130,2082
130,2222
130,2223
130,3153
130,3154
133,142
133,143
136,2341
136,2342
137,5405
137,5406
137,5407
137,5408
137,5412
138,1843
138,1844
138,1864
138,4537
138,4538
139,1755
139,1756
139,1767
139,1768
139,3565
139,4919
140,2382
140,4760
140,4769
140,4808
140,4839
140,4840
141,610
141,4810
141,4811
141,5628
142,171
143,171
142,240
142,241
143,240
143,241
142,256
143,256
142,264
143,264
142,266
143,266
142,325
143,325
142,428
143,428
142,436
142,437
143,436
143,437
142,449
143,449
142,502
142,503
142,504
142,505
143,502
143,503
143,504
143,505
142,561
143,561
142,563
143,563
142,567
143,567
142,577
143,577
142,666
143,666
142,667
143,667
142,1061
142,1062
143,1061
143,1062
142,1072
142,1073
143,1072
143,1073
142,1121
142,1122
143,1121
143,1122
142,1125
142,1126
143,1125
143,1126
142,1130
143,1130
142,1147
143,1147
142,1153
143,1153
142,1154
143,1154
142,1196
142,1197
143,1196
143,1197
142,1292
143,1292
142,1327
142,1328
143,1327
143,1328
142,1340
142,1341
142,1342
142,1343
142,1344
143,1340
143,1341
143,1342
143,1343
143,1344
142,1416
143,1416
142,1494
143,1494
142,1533
143,1533
142,1550
143,1550
142,1584
142,1585
143,1584
143,1585
142,1651
143,1651
142,1745
142,1746
143,1745
143,1746
142,1878
143,1878
142,1886
143,1886
142,1969
142,1970
143,1969
143,1970
142,1994
143,1994
142,2065
143,2065
142,2171
143,2171
142,2186
143,2186
142,2293
143,2293
142,2299
143,2299
142,2321
143,2321
142,2342
143,2342
142,2381
143,2381
142,2382
143,2382
142,2389
142,2390
143,2389
143,2390
142,2392
143,2392
142,2393
142,2394
143,2393
143,2394
142,2395
142,2396
143,2395
143,2396
142,2399
142,2400
143,2399
143,2400
142,2468
142,2469
143,2468
143,2469
142,2494
143,2494
142,2495
142,2496
142,2497
143,2495
143,2496
143,2497
142,2526
143,2526
142,2529
142,2530
143,2529
143,2530
142,2534
143,2534
142,2686
143,2686
142,2895
143,2895
142,2909
142,2910
143,2909
143,2910
142,2911
142,2912
143,2911
143,2912
142,2924
142,2925
143,2924
143,2925
142,2953
143,2953
142,2999
143,2999
142,3025
143,3025
142,3055
142,3056
143,3055
143,3056
142,3114
142,3115
143,3114
143,3115
142,3126
143,3126
142,3199
143,3199
142,3208
143,3208
142,3250
143,3250
142,3269
142,3270
142,3271
142,3272
143,3269
143,3270
143,3271
143,3272
142,3308
143,3308
142,3373
143,3373
142,3392
142,3393
143,3392
143,3393
142,3405
143,3405
142,3410
143,3410
142,3427
143,3427
142,3428
142,3429
143,3428
143,3429
142,3477
143,3477
142,3565
143,3565
142,3660
143,3660
142,3727
143,3727
142,3772
143,3772
142,3819
143,3819
142,3855
143,3855
142,3871
143,3871
142,3901
142,3902
143,3901
143,3902
142,3912
142,3913
143,3912
143,3913
142,4049
143,4049
142,4092
143,4092
142,4096
143,4096
142,4117
142,4118
143,4117
143,4118
142,4137
143,4137
142,4151
143,4151
142,4164
143,4164
142,4180
143,4180
142,4184
143,4184
142,4269
142,4270
143,4269
143,4270
142,4271
142,4272
143,4271
143,4272
142,4285
143,4285
142,4418
143,4418
142,4424
143,4424
142,4470
142,4471
143,4470
143,4471
142,4473
143,4473
142,4474
143,4474
142,4478
143,4478
142,4475
143,4475
142,4524
143,4524
142,4538
143,4538
142,4604
143,4604
142,4649
143,4649
142,4737
143,4737
142,4772
143,4772
142,4777
143,4777
142,4890
143,4890
142,4906
143,4906
142,4922
142,4923
142,4924
142,4925
142,4926
142,4927
142,4928
143,4922
143,4923
143,4924
143,4925
143,4926
143,4927
143,4928
142,4980
143,4980
142,5020
143,5020
142,5023
143,5023
142,5086
142,5087
143,5086
143,5087
142,5116
143,5116
142,5117
142,5118
143,5117
143,5118
142,5119
143,5119
142,5413
142,5414
143,5413
143,5414
142,5423
143,5423
142,5513
143,5513
142,5514
143,5514
142,5613
143,5613
142,5627
143,5627
142,5632
143,5632
142,5713
143,5713
144,440
145,440
144,1565
145,1565
144,3278
144,3279
145,3278
145,3279
144,3478
145,3478
146,423
147,423
146,432
146,433
147,432
147,433
146,434
147,434
146,1372
147,1372
146,2513
147,2513
146,3838
147,3838
146,4203
146,4204
147,4203
147,4204
146,4208
147,4208
146,4848
147,4848
146,5331
147,5331
144,4378
145,4378
148,189
149,189
148,1309
148,1310
149,1309
149,1310
151,244
151,1701
151,1702
151,1703
151,1704
151,1705
151,1706
152,4255
153,4053
153,5532
153,5533
153,5655
154,193
155,193
154,436
154,437
155,436
155,437
154,1156
154,1157
155,1156
155,1157
154,1183
155,1183
154,2387
155,2387
154,2388
155,2388
154,2397
155,2397
154,2494
155,2494
154,3207
155,3207
154,3727
155,3727
154,4137
155,4137
154,4535
154,4536
155,4535
155,4536
154,5029
155,5029
154,5263
155,5263
156,852
156,853
157,852
157,853
158,623
159,623
158,1169
159,1169
158,5092
159,5092
158,5560
159,5560
160,3866
160,3867
160,4134
161,558
162,558
161,944
162,944
161,1554
162,1554
161,1607
162,1607
161,3658
161,3659
162,3658
162,3659
161,3831
161,3832
162,3831
162,3832
161,4191
162,4191
161,4586
161,4587
162,4586
162,4587
163,424
164,424
163,4134
164,4134
165,733
165,734
165,852
165,853
165,2849
165,3103
165,3850
165,4134
165,5122
165,5606
169,1376
170,1376
169,3774
169,3775
170,3774
170,3775
169,3833
169,3834
170,3833
170,3834
169,3901
169,3902
170,3901
170,3902
169,5166
170,5166
167,385
167,386
168,385
168,386
167,387
168,387
167,1749
168,1749
167,1750
168,1750
167,3354
168,3354
167,3631
168,3631
167,3806
168,3806
167,3901
167,3902
168,3901
168,3902
167,3903
167,3904
168,3903
168,3904
167,4024
168,4024
167,5241
167,5242
168,5241
168,5242
167,5294
168,5294
173,4283
174,4283
173,5187
173,5188
174,5187
174,5188
175,2826
176,2826
175,3921
175,3922
176,3921
176,3922
175,4463
176,4463
175,5201
175,5202
176,5201
176,5202
175,5503
176,5503
177,1607
178,3322
179,3322
180,3833
180,3834
181,3833
181,3834
182,3833
182,3834
183,3833
183,3834
184,3833
184,3834
185,3833
185,3834
186,3833
186,3834
187,1295
187,1930
187,2205
187,3024
187,4053
187,4182
188,325
188,4463
188,5613
189,4463
189,5102
190,944
191,506
191,2682
191,2686
191,3225
191,3855
191,3944
191,3989
191,3990
191,4074
191,4212
191,4213
191,4696
191,4941
191,5378
191,5515
191,5531
191,5627
193,944
193,3584
193,5166
193,5747
193,5748
192,2709
192,2904
192,3972
192,3973
194,1376
195,1376
194,3871
195,3871
194,4137
195,4137
196,3095
196,3096
198,2921
198,3546
198,3547
198,4462
199,922
199,923
200,922
200,923
201,922
201,923
202,922
202,923
203,922
203,923
204,922
204,923
205,922
205,923
206,922
206,923
207,922
207,923
208,922
208,923
209,922
209,923
210,922
210,923
211,922
211,923
212,922
212,923
213,922
213,923
214,922
214,923
215,922
215,923
216,922
216,923
199,1913
199,1914
200,1913
200,1914
201,1913
201,1914
202,1913
202,1914
203,1913
203,1914
204,1913
204,1914
205,1913
205,1914
206,1913
206,1914
207,1913
207,1914
208,1913
208,1914
209,1913
209,1914
210,1913
210,1914
211,1913
211,1914
212,1913
212,1914
213,1913
213,1914
214,1913
214,1914
215,1913
215,1914
216,1913
216,1914
199,2018
199,2019
199,2020
199,2021
199,2022
199,2023
199,2024
199,2025
199,2026
199,2027
199,2028
199,2029
199,2030
199,2031
200,2018
200,2019
200,2020
200,2021
200,2022
200,2023
200,2024
200,2025
200,2026
200,2027
200,2028
200,2029
200,2030
200,2031
201,2018
201,2019
201,2020
201,2021
201,2022
201,2023
201,2024
201,2025
201,2026
201,2027
201,2028
201,2029
201,2030
201,2031
202,2018
202,2019
202,2020
202,2021
202,2022
202,2023
202,2024
202,2025
202,2026
202,2027
202,2028
202,2029
202,2030
202,2031
203,2018
203,2019
203,2020
203,2021
203,2022
203,2023
203,2024
203,2025
203,2026
203,2027
203,2028
203,2029
203,2030
203,2031
204,2018
204,2019
204,2020
204,2021
204,2022
204,2023
204,2024
204,2025
204,2026
204,2027
204,2028
204,2029
204,2030
204,2031
205,2018
205,2019
205,2020
205,2021
205,2022
205,2023
205,2024
205,2025
205,2026
205,2027
205,2028
205,2029
205,2030
205,2031
206,2018
206,2019
206,2020
206,2021
206,2022
206,2023
206,2024
206,2025
206,2026
206,2027
206,2028
206,2029
206,2030
206,2031
207,2018
207,2019
207,2020
207,2021
207,2022
207,2023
207,2024
207,2025
207,2026
207,2027
207,2028
207,2029
207,2030
207,2031
208,2018
208,2019
208,2020
208,2021
208,2022
208,2023
208,2024
208,2025
208,2026
208,2027
208,2028
208,2029
208,2030
208,2031
209,2018
209,2019
209,2020
209,2021
209,2022
209,2023
209,2024
209,2025
209,2026
209,2027
209,2028
209,2029
209,2030
209,2031
210,2018
210,2019
210,2020
210,2021
210,2022
210,2023
210,2024
210,2025
210,2026
210,2027
210,2028
210,2029
210,2030
210,2031
211,2018
211,2019
211,2020
211,2021
211,2022
211,2023
211,2024
211,2025
211,2026
211,2027
211,2028
211,2029
211,2030
211,2031
212,2018
212,2019
212,2020
212,2021
212,2022
212,2023
212,2024
212,2025
212,2026
212,2027
212,2028
212,2029
212,2030
212,2031
213,2018
213,2019
213,2020
213,2021
213,2022
213,2023
213,2024
213,2025
213,2026
213,2027
213,2028
213,2029
213,2030
213,2031
214,2018
214,2019
214,2020
214,2021
214,2022
